FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Joel Pereira,GLK,MUN,3900000,0,0,0,0,0,0,43483,0,0,0,0,0,0,0,0,2338,-1,0,0,1,0,0,0,0,0,0,0,0,2.5,103186,0,0,0,0,0,4853,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4200000,0,1,0.0333333333333333,7.93650793650794E-09,2.38095238095238E-07,0,24566,0,6,0,0,0,0,0,0.2,675,-3,0,1,3,0,0,0,0,0,0,0,0,0.3,5013,0,0,0,0,149,97,0,0,23,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Phil,Jones,DEF,MUN,5300000,9,58,5.8,1.09433962264151E-06,1.09433962264151E-05,0,341577,0,2,0,0,0,0,0,10.9,4787,3,0,58,-3,1.1,0,5.7,8,0,8,0,0,12.6,897460,0,0,0,1,832,77261,0,0,262,Chelsea,Newcastle,Brighton,Watford,Arsenal,6.8,8.7,8.7,7.9,4.3,6.8,8.5,6,4.5,8.6,7.9,4.8,8.4,6.4,6.5,8.7,5.3,7.4,6,8.7,5.9,7.1,4.8,8.7,6.2,8.7,6.1,7.7,21.8
,Joselu,FWD,NEW,5500000,2,26,2.9,5.27272727272727E-07,4.72727272727273E-06,0,67083,2,5,0,0,0,2,0,4.7,3548,0,0,26,0,0.3,0,1.7,3,0,3,0,0,1.2,111292,0,0,0,0,646,1154,0,0,71,Bournemouth,Man Utd,Watford,West Brom,Chelsea,3.7,1.4,2.8,2,1.9,3.4,4.1,1.4,1.8,2.6,3.5,2.5,2.6,1.7,3,2.7,3,2.4,1.5,2.6,1.7,3.4,1.8,3.7,2.6,3.6,2.9,2.3,53.4
Christian,Kabasele,DEF,WAT,4500000,2,18,2,4.44444444444444E-07,4E-06,0,3953,1,15,0,0,0,0,0,4,173,0,0,18,0,0.2,0,1,0,0,2,0,0,0.1,7114,0,0,0,0,728,150,0,0,128,Everton,West Ham,Newcastle,Man Utd,Tottenham,1.3,1.5,1.5,1.1,1,1.9,2.8,1.5,1.9,1,1,1.3,1,1.2,1.7,1,1.7,1,1.6,1.2,1.3,1.2,1.3,1.8,2.5,1.9,1.4,1.1,24.6
Younes,Kaboul,DEF,WAT,4400000,0,7,0.233333333333333,5.3030303030303E-08,1.59090909090909E-06,0,19309,0,3,0,0,0,0,0,1.6,180,-1,0,7,1,0,0,0,0,0,1,0,0,0.2,3129,0,0,0,0,151,12,0,0,35,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Elias,Kachunga,MID,HUD,5900000,1,24,2.4,4.06779661016949E-07,4.06779661016949E-06,0,20515,1,11,0,0,0,0,0,4.1,322,-1,0,24,1,0.2,0,1.3,0,0,4,0,1,0.2,12885,0,0,0,0,757,65,0,0,74,West Brom,Bournemouth,Man City,Arsenal,Everton,2.3,1.8,1.3,1.2,2.1,2.1,1.7,1.8,1.7,2.1,2.2,1.4,2.7,1.4,2.5,1.2,2.6,1.3,1.4,2.4,2.6,1.4,1.2,1.5,1.7,3.1,1.2,2.8,26.3
Sullay,Kaikai,MID,CRY,4400000,0,1,0.0333333333333333,7.57575757575758E-09,2.27272727272727E-07,0,8485,0,0,0,0,0,0,0,0.2,372,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,12424,0,0,0,0,13,198,0,0,5,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12600000,0,63,7,5.55555555555556E-07,5E-06,0,1719749,2,6,0,0,0,8,0,5,61001,1,1,63,-1,0.5,0,6,12,0,5,0,1,28.9,1496101,0,0,0,4,789,86063,-1,0,215,Crystal Palace,Arsenal,West Brom,Leicester,Watford,9.8,7,9.8,8.9,10.5,9.3,9.7,8.7,8.9,8.1,10,9.6,9.7,9.7,8.9,8.1,10.3,9,9.7,9.3,10.1,9.3,9.3,8.1,9.1,8,9,9.7,117.2
N'Golo,Kante,MID,CHE,4900000,0,24,3.4,6.93877551020408E-07,4.89795918367347E-06,0,797493,1,6,0,0,0,1,0,4.8,22009,-1,1,24,1,0,0,0,3,0,3,0,0,12.2,466167,0,0,0,0,630,1351,-1,0,153,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,2.5,3.2,3.6,3.4,3.3,2.5,4.3,2.8,2.8,2.5,3.3,2.9,3.5,3.9,3.1,2.2,2.3,3.6,3.4,2.2,3.6,3.7,3.3,4.4,3.3,3.2,37.6
Loris,Karius,GLK,LIV,4800000,0,6,0.2,4.16666666666667E-08,1.25E-06,0,4732,0,0,0,0,0,0,0,1.3,121,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,1856,0,0,0,0,90,32,0,0,23,West Ham,Southampton,Chelsea,Stoke,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Orestis,Karnezis,GLK,WAT,4500000,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,10,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beram,Kayal,MID,BHA,4400000,0,0,0,0,0,0,4177,0,0,0,0,0,0,0,0,68,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1481,0,0,0,0,0,24,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Keane,DEF,EVE,5400000,0,16,2,3.7037037037037E-07,2.96296296296296E-06,0,428755,0,17,0,0,0,0,0,3,13080,-1,0,16,1,0.1,0,0.7,2,0,1,0,0,6.5,121546,0,0,0,0,720,328,0,0,146,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,2.3,1.5,2.2,2.2,1,1.1,1.3,1.4,1.4,1.3,1.6,1.4,2.2,1.5,1,3,2,1.4,2.1,1.3,1.2,2.1,1.2,2,1.3,1.6,1.2,25
Martin,Kelly,DEF,CRY,4300000,0,0,0,0,0,0,8615,0,2,0,0,0,0,0,0,125,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1287,0,0,0,0,49,20,0,0,5,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,Kenedy,MID,CHE,4800000,0,0,0,0,0,0,2185,0,0,0,0,0,0,0,0,50,-2,0,0,2,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,8,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4300000,1,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,4757,0,7,0,0,0,0,0,0.5,80,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.1,2157,0,0,0,0,194,237,0,0,39,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
,Ki Sung-yueng,MID,SWA,4900000,2,4,0.133333333333333,2.72108843537415E-08,8.16326530612245E-07,0,569,0,3,0,0,0,0,0,0.8,39,-1,0,4,1,0.3,0,1.3,0,0,0,0,0,0,654,0,0,0,0,152,78,0,0,23,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.9
,Kiko Femenia,DEF,WAT,4500000,1,33,3.7,8.22222222222222E-07,7.33333333333333E-06,0,135914,2,12,0,0,0,0,0,7.3,6891,0,0,33,0,0.2,0,0.7,6,0,3,0,1,4.9,349497,0,0,0,1,763,1918,0,0,179,Everton,West Ham,Newcastle,Man Utd,Tottenham,3.6,4,3.9,3,2.9,4.6,5.1,4,4.6,2.8,2.4,3.6,2.9,3.4,4.4,2.6,4.3,2.9,4.1,3.2,3.6,3.4,3.5,4.5,4.6,4.6,3.8,3.1,30.1
Andy,King,MID,LEI,4400000,0,13,0.433333333333333,9.84848484848485E-08,2.95454545454545E-06,0,115157,0,7,0,0,0,0,0,3,6582,-1,0,13,1,0.2,0,0.7,1,0,0,0,1,3.4,228047,0,0,0,0,323,948,0,0,48,Stoke,Man City,West Ham,Tottenham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.4
Joshua,King,FWD,BOU,7000000,0,21,2.6,3.71428571428571E-07,3E-06,0,266966,0,11,0,0,0,1,0,3,3627,-5,1,21,5,0.1,0,0.7,1,0,1,0,0,1.4,45179,0,0,0,0,708,109,-1,0,72,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,0,2.1,2.3,2,2.7,1.3,3,1.7,2.8,3.3,2,2.9,1.8,2,3,1.8,2.8,1.8,1.8,2.9,2.8,3.5,1.5,2.3,2.1,2,1.8,45
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5270,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,7100000,0,4,0.133333333333333,1.87793427230047E-08,5.63380281690141E-07,0,78298,0,4,0,0,0,0,0,0.6,346,-4,0,4,4,0,0,0,0,0,0,0,0,0.4,4434,0,0,0,0,187,53,0,0,10,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,6,15,0.5,1.16279069767442E-07,3.48837209302326E-06,0,21926,0,6,0,0,0,0,0,3.5,557,-2,0,15,2,0.5,0,2,1,0,2,0,0,0.4,16810,0,0,0,0,360,2522,0,0,91,West Ham,Southampton,Chelsea,Stoke,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,10.8
Anthony,Knockaert,MID,BHA,5700000,2,25,0.833333333333333,1.46198830409357E-07,4.3859649122807E-06,0,77766,2,5,0,0,0,1,0,4.4,984,-3,0,25,3,0.8,0,4.3,2,0,3,0,0,0.8,23622,0,0,0,0,644,559,0,0,116,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,45.2
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,3,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,6000000,14,51,5.7,9.5E-07,8.5E-06,0,407509,1,9,0,0,0,1,0,8.5,13213,0,0,51,0,0.9,0,5.3,6,0,4,0,3,11,354025,0,0,0,1,772,11139,0,0,220,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,8,5.2,8.6,8.1,5.7,4.8,8.6,8.6,4.9,4.9,7.6,5,8.6,4.7,8,5.3,7.1,5,7.9,3.4,8.5,8.1,4.2,8.6,3.1,8.6,4.9,51.4
Vincent,Kompany,DEF,MCI,5800000,0,8,0.266666666666667,4.59770114942529E-08,1.37931034482759E-06,0,223116,2,2,0,0,0,0,0,1.4,2005,-2,0,8,2,0,0,0,0,0,1,0,0,2.1,41564,0,0,0,0,270,27,0,0,45,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.8
Laurent,Koscielny,DEF,ARS,6000000,2,23,3.3,5.5E-07,3.83333333333333E-06,0,33826,1,8,0,0,0,0,0,3.8,889,0,0,23,0,0.2,0,1.3,1,0,3,0,0,0.9,28043,0,0,0,0,624,592,0,0,151,Man City,Tottenham,Burnley,Huddersfield,Man Utd,1.6,3.8,2.2,4.7,3.9,2.4,2,4.6,4.7,2.8,2.2,3.6,2,4.9,1.9,3.8,2.2,3.2,2.2,4,1.6,4.2,3.9,1.7,4.7,1.6,4.3,2.1,25.4
Cheikhou,Kouyate,MID,WHU,5000000,2,22,2.8,5.6E-07,4.4E-06,0,24537,1,9,0,0,0,1,0,4.4,1566,0,0,22,0,0.3,0,1.7,1,0,3,0,0,0.6,50143,0,0,0,0,604,171,0,0,98,Liverpool,Watford,Leicester,Everton,Man City,3.1,2.2,3.2,2.6,1.4,2.3,3.5,1.8,3.4,2.2,1.7,3,1.7,3.3,3.3,1.5,1.9,1.4,2.6,2.8,2.6,2.4,2.1,2.8,1.4,1.7,1.8,3.9,18.4
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,12894,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0.9,49330,0,0,0,0,0,472,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,5000000,2,23,3.3,6.6E-07,4.6E-06,0,10146,1,12,0,0,0,0,0,4.6,888,0,0,23,0,0.7,0,3.7,3,0,1,0,2,0.4,28800,0,0,0,0,620,776,0,0,112,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,2.4,2.9,2.3,4.2,4.1,3.5,1.7,3.2,2.4,4.7,4.4,2.5,3.4,3.4,1.6,3.1,2.8,3.9,2.9,3.9,3,3.5,3.8,1.6,3.9,2.3,2.8,2.6,19.4
Alexandre,Lacazette,FWD,ARS,10400000,2,42,4.2,4.03846153846154E-07,4.03846153846154E-06,0,892779,0,7,0,0,0,5,0,4,46661,-1,0,42,1,0.3,0,3.3,3,0,5,0,0,13.8,737706,0,0,0,1,710,4187,0,0,177,Man City,Tottenham,Burnley,Huddersfield,Man Utd,2.5,4.5,2.6,5.9,5.4,3,2.6,6.1,6.3,3.6,2.9,4.4,3.5,6.3,3,6.3,2.5,4.9,2.9,5.1,2.6,6.3,4.9,2.4,6.1,2.1,5.3,2.5,72.3
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,64997,0,1,0,0,0,0,0,0.2,4147,0,0,1,0,0,0,0,0,0,0,0,0,1.9,144129,0,0,0,0,16,1161,0,0,3,Tottenham,Everton,Stoke,Brighton,West Brom,0.5,0.9,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.6,0.6,0.5,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,0,0,0,0,0,31740,0,0,0,0,0,0,0,0,170,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,1440,0,0,0,0,0,62,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6300000,0,0,0,0,0,0,2849,0,0,0,0,0,0,0,0,35,-2,0,0,2,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,26,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6800000,2,8,0.266666666666667,3.92156862745098E-08,1.17647058823529E-06,0,46912,0,8,0,0,0,0,0,1.2,636,-2,0,8,2,0.3,0,2,0,0,0,0,0,0.6,14166,0,0,0,0,340,284,0,0,55,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,21.1
Jamaal,Lascelles,DEF,NEW,4700000,2,43,4.3,9.14893617021277E-07,9.14893617021277E-06,0,174189,3,9,0,0,0,2,0,9.1,8141,2,0,43,-2,0.6,0,3,4,0,3,0,0,12.8,716425,0,0,0,1,893,17253,0,0,181,Bournemouth,Man Utd,Watford,West Brom,Chelsea,5.8,2.5,5.4,4.1,4.4,5.2,5.2,2.6,3.8,4.4,6.3,3.8,4.6,3,5.9,4.5,5.3,3.9,3,5.3,4.1,6.3,2.8,6.4,3,6.4,5.6,4.9,37.4
,Lee Chung-yong,MID,CRY,4400000,0,3,0.1,2.27272727272727E-08,6.81818181818182E-07,0,26831,0,2,0,0,0,0,0,0.7,901,-1,0,3,1,0,0,0,0,0,0,0,0,0.5,41083,0,0,0,0,109,5,0,0,8,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,1769,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6391,0,0,0,0,0,61,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4400000,2,9,0.3,6.81818181818182E-08,2.04545454545455E-06,0,27467,1,3,0,0,0,0,0,2,102,-1,0,9,1,0.6,0,2.7,0,0,1,0,0,0.2,3200,0,0,0,0,303,294,0,0,58,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.5
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,3687,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,4,0,0,0,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,5000000,0,17,0.566666666666667,1.13333333333333E-07,3.4E-06,0,18521,0,6,0,0,0,0,0,3.4,1501,0,0,17,0,0.3,0,1.7,0,0,3,0,0,0.2,20134,0,0,0,0,572,33,0,0,127,Burnley,Liverpool,Everton,Man City,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,25.2
Aaron,Lennon,MID,EVE,5400000,1,2,0.0666666666666667,1.23456790123457E-08,3.7037037037037E-07,0,4648,0,2,0,0,0,0,0,0.4,59,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,1368,0,0,0,0,52,80,0,0,7,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,Lewis Cook,MID,BOU,4400000,2,8,0.266666666666667,6.06060606060606E-08,1.81818181818182E-06,0,31714,1,3,0,0,0,0,0,1.8,997,-1,0,8,1,0.4,0,1.7,0,0,1,0,0,1,29073,0,0,0,0,338,807,0,0,51,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.6
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5501,0,0,0,0,0,220,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,0,2,0.0666666666666667,1.36054421768707E-08,4.08163265306122E-07,0,238973,0,2,0,0,0,0,0,0.4,1038,-6,0,2,6,0.1,0,0.7,0,0,0,0,0,1,9036,0,0,0,0,68,88,0,0,13,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Jesse,Lingard,MID,MUN,5800000,1,15,0.5,8.62068965517241E-08,2.58620689655172E-06,0,15824,0,2,0,0,0,0,0,2.6,560,-2,0,15,2,0.2,0,1.3,0,0,0,0,2,0.3,8733,0,0,0,0,217,306,0,0,49,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.1
Jake,Livermore,MID,WBA,4900000,2,18,2,4.08163265306122E-07,3.6734693877551E-06,0,10112,1,11,0,0,0,0,0,3.7,149,-1,0,18,1,0.4,0,2,0,0,2,0,0,0.2,5972,0,0,0,0,700,42,0,0,83,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1,1.3,1,2,2,1.6,1,1.5,1,2.4,2.2,1.1,1.6,1.6,1,1.4,1.3,1.9,1.3,1.9,1.3,1.6,1.8,1,1.9,1,1.2,1.1,15.7
Fernando,Llorente,FWD,TOT,7400000,1,4,0.8,1.08108108108108E-07,5.40540540540541E-07,0,12039,1,1,0,0,0,0,0,0.5,956,-1,0,4,1,0.1,0,1,0,0,0,0,0,0.2,10860,0,0,0,0,52,944,0,0,13,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.2
Hugo,Lloris,GLK,TOT,5500000,2,41,4.1,7.45454545454545E-07,7.45454545454545E-06,0,228691,0,7,0,19,0,0,0,7.5,5892,0,0,41,0,0.7,0,4,0,0,5,0,0,11.6,132678,0,0,0,0,900,11677,0,0,190,Crystal Palace,Arsenal,West Brom,Leicester,Watford,5.8,3.4,5.4,3.5,6.1,4.6,5.2,3.7,4.8,4.2,5.3,4.5,4.1,5.1,4.2,3.7,5.4,5.2,5.3,4.7,5.1,5.1,4.6,3.3,4.9,4.3,4.9,4,17.5
Ruben,Loftus-Cheek,MID,CRY,4500000,5,14,0.466666666666667,1.03703703703704E-07,3.11111111111111E-06,0,395693,0,13,0,0,0,0,0,3.1,3150,0,0,14,0,0.4,0,2,0,0,0,0,1,5.3,151311,0,0,0,0,450,2695,0,0,83,Tottenham,Everton,Stoke,Brighton,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,29.4
Jason,Lokilo,MID,CRY,4400000,0,0,0,0,0,0,12290,0,0,0,0,0,0,0,0,242,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,12686,0,0,0,0,0,59,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Lolley,MID,HUD,4400000,0,0,0,0,0,0,3333,0,0,0,0,0,0,0,0,68,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3217,0,0,0,0,0,39,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,3900000,0,0,0,0,0,0,85193,0,0,0,0,0,0,0,0,1951,-1,0,0,1,0,0,0,0,0,0,0,0,2.4,50584,0,0,0,0,0,3267,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
